Unnamed: 0,Address,Location,Rent,Bed,Bath,Size,Description,Commute,Crime,Income,URL
411,"West Murphy, Sunnyvale, CA",297 W Hendy Ave,"$2,900/mo",2bd,1ba,730 sqft,"297 W Hendy Ave, Sunnyvale, CA is a 2 bedroom, 1 bathroom single-family home. 297 W Hendy Ave is located in West Murphy, Sunnyvale. 297 W Hendy Ave was listed for rent for $2,900/month on Mar 13, 2020.",Commute92% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$104,400 ",https://www.trulia.com/p/ca/sunnyvale/297-w-hendy-ave-sunnyvale-ca-94086--2117107215
412,"Lakewood, Sunnyvale, CA",1180 Prescott Ave,"$4,300/mo",3bd,2ba,"1,480 sqft","1180 Prescott Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,450 sqft single-family home built in 1958. 1180 Prescott Ave is located in Lakewood, Sunnyvale. 1180 Prescott Ave was listed for rent for $4,300/month on Mar 6, 2020. This property is pet friendly.",Commute96% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$154,800 ",https://www.trulia.com/p/ca/sunnyvale/1180-prescott-ave-sunnyvale-ca-94089--1004217608
413,"Lakewood, Sunnyvale, CA",1085 Essex Ave,"$4,000/mo",3bd,2ba,"1,766 sqft","1085 Essex Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,300 sqft single-family home built in 1953. 1085 Essex Ave is located in Lakewood, Sunnyvale. 1085 Essex Ave was listed for rent for $4,000/month on Mar 13, 2020.",Commute96% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$144,000 ",https://www.trulia.com/p/ca/sunnyvale/1085-essex-ave-sunnyvale-ca-94089--2082831982
414,"Washington, Sunnyvale, CA",Address Not Disclosed,"$3,500/mo",2bd,1ba,"1,201 sqft","This home in Sunnyvale, CA is a 2 bedroom, 1 bathroom, 891 sqft single-family home built in 1925. This home is located in Washington, Sunnyvale. This property was listed for rent for $3,500/month on Mar 5, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$126,000 ",https://www.trulia.com/p/ca/sunnyvale/address-not-disclosed-sunnyvale-ca-94086--1011375931
415,"West Murphy, Sunnyvale, CA",693 Manzanita Ave,"$4,150/mo",3bd,2ba,"2,100 sqft","693 Manzanita Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,526 sqft single-family home built in 1953. 693 Manzanita Ave is located in West Murphy, Sunnyvale. 693 Manzanita Ave was listed for rent for $4,150/month on Mar 10, 2020.",Commute91% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$149,400 ",https://www.trulia.com/p/ca/sunnyvale/693-manzanita-ave-sunnyvale-ca-94085--2082810750
416,"West Murphy, Sunnyvale, CA",355 N Murphy Ave,"$3,295/mo",2bd,1ba,972 sqft,"355 N Murphy Ave, Sunnyvale, CA is a 2 bedroom, 1 bathroom, 800 sqft single-family home built in 1942. 355 N Murphy Ave is located in West Murphy, Sunnyvale. 355 N Murphy Ave was listed for rent for $3,295/month on Mar 12, 2020. This property is pet friendly.",Commute91% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$118,620 ",https://www.trulia.com/p/ca/sunnyvale/355-n-murphy-ave-sunnyvale-ca-94085--2117105230
417,"De Anza, Sunnyvale, CA",551 Dawn Dr,"$4,850/mo",3bd,2ba,"1,572 sqft","551 Dawn Dr, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,385 sqft single-family home built in 1949. 551 Dawn Dr is located in De Anza, Sunnyvale. 551 Dawn Dr was listed for rent for $4,850/month on Mar 11, 2020.",Commute94% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$174,600 ",https://www.trulia.com/p/ca/sunnyvale/551-dawn-dr-sunnyvale-ca-94087--2082827134
418,"De Anza, Sunnyvale, CA",835 Hollenbeck Ave,"$5,250/mo",3bd,2ba,"2,407 sqft","835 Hollenbeck Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,455 sqft single-family home built in 1963. 835 Hollenbeck Ave is located in De Anza, Sunnyvale. 835 Hollenbeck Ave was listed for rent for $5,250/month on Mar 5, 2020.",Commute94% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$189,000 ",https://www.trulia.com/p/ca/sunnyvale/835-hollenbeck-ave-sunnyvale-ca-94087--2082829782
419,"Ponderosa, Sunnyvale, CA",936 Planetree Pl,"$3,650/mo",3bd,2ba,"2,650 sqft","936 Planetree Pl, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,346 sqft single-family home built in 1962. 936 Planetree Pl is located in Ponderosa, Sunnyvale. 936 Planetree Pl was listed for rent for $3,650/month on Mar 4, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$131,400 ",https://www.trulia.com/p/ca/sunnyvale/936-planetree-pl-sunnyvale-ca-94086--2082817778
420,"Lakewood, Sunnyvale, CA",1133 Prescott Ave,"$4,950/mo",3bd,2ba,"2,301 sqft","1133 Prescott Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,200 sqft single-family home built in 1958. 1133 Prescott Ave is located in Lakewood, Sunnyvale. 1133 Prescott Ave was listed for rent for $4,950/month on Mar 8, 2020. This property is pet friendly.",Commute96% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$178,200 ",https://www.trulia.com/p/ca/sunnyvale/1133-prescott-ave-sunnyvale-ca-94089--2082832317/rent
421,"Washington, Sunnyvale, CA",575 S Frances St,"$3,495/mo",2bd,2ba,"1,500 sqft","575 S Frances St, Sunnyvale, CA is a 2 bedroom, 2 bathroom, 1,100 sqft single-family home built in 1932. 575 S Frances St is located in Washington, Sunnyvale. 575 S Frances St was listed for rent for $3,495/month on Mar 9, 2020.",Commute92% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$125,820 ",https://www.trulia.com/p/ca/sunnyvale/575-s-frances-st-sunnyvale-ca-94086--2117107999
422,"Ortega, Sunnyvale, CA",1693 Heron Ave,"$3,995/mo",3bd,2.5ba,"1,580 sqft","1693 Heron Ave, Sunnyvale, CA is a 3 bedroom, 2.5 bathroom, 1,488 sqft single-family home built in 1980. 1693 Heron Ave is located in Ortega, Sunnyvale. 1693 Heron Ave was listed for rent for $3,995/month on Mar 11, 2020.",Commute94% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$143,820 ",https://www.trulia.com/p/ca/sunnyvale/1693-heron-ave-sunnyvale-ca-94087--2082826175
423,"Ponderosa, Sunnyvale, CA",Address Not Disclosed,"$5,495/mo",3bd,2.5ba,"2,346 sqft","This home in Sunnyvale, CA is a 3 bedroom, 2.5 bathroom, 2,055 sqft single-family home. This home is located in Ponderosa, Sunnyvale. This property was listed for rent for $5,495/month on Mar 6, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$197,820 ",https://www.trulia.com/p/ca/sunnyvale/address-not-disclosed-sunnyvale-ca-94086--2450188872
424,"Washington, Sunnyvale, CA",949 Sutter Ave,"$5,300/mo",3bd,2ba,700 sqft,"949 Sutter Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,144 sqft single-family home built in 1954. 949 Sutter Ave is located in Washington, Sunnyvale. 949 Sutter Ave was listed for rent for $5,300/month on Mar 10, 2020. This property is pet friendly.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$190,800 ",https://www.trulia.com/p/ca/sunnyvale/949-sutter-ave-sunnyvale-ca-94086--2082817939
425,"Lakewood, Sunnyvale, CA",263 Velvetlake Dr,"$4,200/mo",3bd,2ba,"1,979 sqft","263 Velvetlake Dr, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,080 sqft single-family home built in 1957. 263 Velvetlake Dr is located in Lakewood, Sunnyvale. 263 Velvetlake Dr was listed for rent for $4,200/month on Mar 12, 2020.",Commute96% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$151,200 ",https://www.trulia.com/p/ca/sunnyvale/263-velvetlake-dr-sunnyvale-ca-94089--1011271652
426,"Ortega, Sunnyvale, CA",103 Brahms Way,"$3,700/mo",2bd,1ba,"1,700 sqft","103 Brahms Way, Sunnyvale, CA is a 2 bedroom, 1 bathroom, 875 sqft single-family home built in 1973. 103 Brahms Way is located in Ortega, Sunnyvale. 103 Brahms Way was listed for rent for $3,700/month on Mar 5, 2020. This property is pet friendly.",Commute94% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$133,200 ",https://www.trulia.com/p/ca/sunnyvale/103-brahms-way-sunnyvale-ca-94087--2082819321
427,"Ponderosa, Sunnyvale, CA",952 Bellomo Ave,"$4,000/mo",2bd,2ba,"1,890 sqft","952 Bellomo Ave, Sunnyvale, CA is a 2 bedroom, 2 bathroom, 1,428 sqft single-family home built in 1982. 952 Bellomo Ave is located in Ponderosa, Sunnyvale. 952 Bellomo Ave was listed for rent for $4,000/month on Mar 12, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$144,000 ",https://www.trulia.com/p/ca/sunnyvale/952-bellomo-ave-sunnyvale-ca-94086--1039521340
428,"De Anza, Sunnyvale, CA",1142 Pimento Ave,"$4,900/mo",4bd,2ba,"2,380 sqft","1142 Pimento Ave, Sunnyvale, CA is a 4 bedroom, 2 bathroom, 2,291 sqft single-family home built in 1958. 1142 Pimento Ave is located in De Anza, Sunnyvale. 1142 Pimento Ave was listed for rent for $4,900/month on Mar 3, 2020.",Commute94% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$176,400 ",https://www.trulia.com/p/ca/sunnyvale/1142-pimento-ave-sunnyvale-ca-94087--1060530080
429,"De Anza, Sunnyvale, CA",890 W Remington Dr,"$5,850/mo",3bd,2ba,"2,335 sqft","890 W Remington Dr, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,650 sqft single-family home built in 1957. 890 W Remington Dr is located in De Anza, Sunnyvale. 890 W Remington Dr was listed for rent for $5,850/month on Mar 8, 2020.",Commute94% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$210,600 ",https://www.trulia.com/p/ca/sunnyvale/890-w-remington-dr-sunnyvale-ca-94087--1010214772
430,"Ponderosa, Sunnyvale, CA",959 Henderson Ave,"$4,800/mo",4bd,2ba,850 sqft,"959 Henderson Ave, Sunnyvale, CA is a 4 bedroom, 2 bathroom, 1,250 sqft single-family home built in 1967. 959 Henderson Ave is located in Ponderosa, Sunnyvale. 959 Henderson Ave was listed for rent for $4,800/month on Mar 13, 2020. This property is pet friendly.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$172,800 ",https://www.trulia.com/p/ca/sunnyvale/959-henderson-ave-sunnyvale-ca-94086--2082818022
431,"Raynor, Sunnyvale, CA",1505 Meadowlark Ln,"$5,500/mo",4bd,2.5ba,662 sqft,"1505 Meadowlark Ln, Sunnyvale, CA is a 4 bedroom, 2.5 bathroom, 1,892 sqft single-family home built in 1967. 1505 Meadowlark Ln is located in Raynor, Sunnyvale. 1505 Meadowlark Ln was listed for rent for $5,500/month on Mar 7, 2020.",Commute94% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$198,000 ",https://www.trulia.com/p/ca/sunnyvale/1505-meadowlark-ln-sunnyvale-ca-94087--2082824061
432,"Raynor, Sunnyvale, CA",Address Not Disclosed,"$7,500/mo",4bd,2ba,400 sqft,"This home in Sunnyvale, CA is a 4 bedroom, 2 bathroom, 1,421 sqft single-family home built in 1958. This home is located in Raynor, Sunnyvale. This property was listed for rent for $7,500/month on Jan 30, 2020.",Commute94% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$270,000 ",https://www.trulia.com/p/ca/sunnyvale/address-not-disclosed-sunnyvale-ca-94087--2082819328
433,"Lakewood, Sunnyvale, CA",Address Not Disclosed,"$4,900/mo",1bd,1ba,"3,480 sqft","This home in Sunnyvale, CA is a 1 bedroom, 1 bathroom, 600 sqft single-family home. This home is located in Lakewood, Sunnyvale. This property was listed for rent for $4,900/month on Aug 24, 2019.",Commute96% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$176,400 ",https://www.trulia.com/p/ca/sunnyvale/address-not-disclosed-sunnyvale-ca-94089--1043356080
434,"Washington, Sunnyvale, CA",Address Not Disclosed,"$5,700/mo",2bd,2ba,"3,480 sqft","This home in Sunnyvale, CA is a 2 bedroom, 2 bathroom, 1,096 sqft single-family home. This home is located in Washington, Sunnyvale. This property was listed for rent for $5,700/month on Jan 20, 2020.",Commute92% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$205,200 ",https://www.trulia.com/p/ca/sunnyvale/address-not-disclosed-sunnyvale-ca-94086--1042556783
435,"Lakewood, Sunnyvale, CA",Address Not Disclosed,"$5,460/mo",1bd,1ba,700 sqft,"This home in Sunnyvale, CA is a 1 bedroom, 1 bathroom, 750 sqft single-family home. This home is located in Lakewood, Sunnyvale. This property was listed for rent for $5,460/month on Jan 21, 2020.",Commute96% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$196,560 ",https://www.trulia.com/p/ca/sunnyvale/address-not-disclosed-sunnyvale-ca-94089--2082834310
436,"Washington, Sunnyvale, CA",Address Not Disclosed,"$4,500/mo",3bd,2.5ba,"1,150 sqft","This home in Sunnyvale, CA is a 3 bedroom, 2.5 bathroom, 1,425 sqft single-family home built in 1994. This home is located in Washington, Sunnyvale. This property was listed for rent for $4,500/month on Mar 2, 2020. This property is pet friendly.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$162,000 ",https://www.trulia.com/p/ca/sunnyvale/address-not-disclosed-sunnyvale-ca-94086--2082814366
437,"West Murphy, Sunnyvale, CA",Address Not Disclosed,"$3,600/mo",3bd,1.5ba,"1,092 sqft","This home in Sunnyvale, CA is a 3 bedroom, 1.5 bathroom, 1,150 sqft single-family home built in 1949. This home is located in West Murphy, Sunnyvale. This property was listed for rent for $3,600/month on Mar 3, 2020.",Commute91% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$129,600 ",https://www.trulia.com/p/ca/sunnyvale/address-not-disclosed-sunnyvale-ca-94085--2082808833
438,"Ortega, Sunnyvale, CA",1087 Greco Ave,"$4,100/mo",3bd,2ba,"1,730 sqft","1087 Greco Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,110 sqft single-family home built in 1950. 1087 Greco Ave is located in Ortega, Sunnyvale. 1087 Greco Ave was listed for rent for $4,100/month on Dec 5, 2019.",Commute94% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$147,600 ",https://www.trulia.com/p/ca/sunnyvale/1087-greco-ave-sunnyvale-ca-94087--2082819951
439,"Ponderosa, Sunnyvale, CA",878 E Evelyn Ave,"$3,950/mo",3bd,2ba,"1,600 sqft","878 E Evelyn Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,200 sqft single-family home built in 1969. 878 E Evelyn Ave is located in Ponderosa, Sunnyvale. 878 E Evelyn Ave was listed for rent for $3,950/month on Mar 4, 2020. This property is pet friendly.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$142,200 ",https://www.trulia.com/p/ca/sunnyvale/878-e-evelyn-ave-sunnyvale-ca-94086--2117108487
440,"Ponderosa, Sunnyvale, CA",890 Roble Dr,"$4,500/mo",3bd,2ba,"1,600 sqft","890 Roble Dr, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,533 sqft single-family home. 890 Roble Dr is located in Ponderosa, Sunnyvale. 890 Roble Dr was listed for rent for $4,500/month on Mar 12, 2020. This property is pet friendly.",Commute92% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$162,000 ",https://www.trulia.com/p/ca/sunnyvale/890-roble-dr-sunnyvale-ca-94086--2082817289
441,"West Murphy, Sunnyvale, CA",297 W Hendy Ave,"$2,900/mo",2bd,1ba,821 sqft,"297 W Hendy Ave, Sunnyvale, CA is a 2 bedroom, 1 bathroom single-family home. 297 W Hendy Ave is located in West Murphy, Sunnyvale. 297 W Hendy Ave was listed for rent for $2,900/month on Mar 13, 2020.",Commute92% of residents commute by car.,CrimeLow crime relative to the rest of Santa Clara county.,"$104,400 ",https://www.trulia.com/p/ca/sunnyvale/297-w-hendy-ave-sunnyvale-ca-94086--2117107215
442,"Lakewood, Sunnyvale, CA",1180 Prescott Ave,"$4,300/mo",3bd,2ba,"1,100 sqft","1180 Prescott Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,450 sqft single-family home built in 1958. 1180 Prescott Ave is located in Lakewood, Sunnyvale. 1180 Prescott Ave was listed for rent for $4,300/month on Mar 6, 2020. This property is pet friendly.",Commute96% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$154,800 ",https://www.trulia.com/p/ca/sunnyvale/1180-prescott-ave-sunnyvale-ca-94089--1004217608
443,"Lakewood, Sunnyvale, CA",1085 Essex Ave,"$4,000/mo",3bd,2ba,"1,275 sqft","1085 Essex Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,300 sqft single-family home built in 1953. 1085 Essex Ave is located in Lakewood, Sunnyvale. 1085 Essex Ave was listed for rent for $4,000/month on Mar 13, 2020.",Commute96% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$144,000 ",https://www.trulia.com/p/ca/sunnyvale/1085-essex-ave-sunnyvale-ca-94089--2082831982
444,"Washington, Sunnyvale, CA",Address Not Disclosed,"$3,500/mo",2bd,1ba,"1,000 sqft","This home in Sunnyvale, CA is a 2 bedroom, 1 bathroom, 891 sqft single-family home built in 1925. This home is located in Washington, Sunnyvale. This property was listed for rent for $3,500/month on Mar 5, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$126,000 ",https://www.trulia.com/p/ca/sunnyvale/address-not-disclosed-sunnyvale-ca-94086--1011375931
445,"West Murphy, Sunnyvale, CA",693 Manzanita Ave,"$4,150/mo",3bd,2ba,"1,656 sqft","693 Manzanita Ave, Sunnyvale, CA is a 3 bedroom, 2 bathroom, 1,526 sqft single-family home built in 1953. 693 Manzanita Ave is located in West Murphy, Sunnyvale. 693 Manzanita Ave was listed for rent for $4,150/month on Mar 10, 2020.",Commute91% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$149,400 ",https://www.trulia.com/p/ca/sunnyvale/693-manzanita-ave-sunnyvale-ca-94085--2082810750
446,"West Murphy, Sunnyvale, CA",355 N Murphy Ave,"$3,295/mo",2bd,1ba,665 sqft,"355 N Murphy Ave, Sunnyvale, CA is a 2 bedroom, 1 bathroom, 800 sqft single-family home built in 1942. 355 N Murphy Ave is located in West Murphy, Sunnyvale. 355 N Murphy Ave was listed for rent for $3,295/month on Mar 12, 2020. This property is pet friendly.",Commute91% of residents commute by car.,CrimeLowest crime relative to the rest of Santa Clara county.,"$118,620 ",https://www.trulia.com/p/ca/sunnyvale/355-n-murphy-ave-sunnyvale-ca-94085--2117105230
